region,tenure,age,marital,address,income,ed,employ,retire,gender,reside,tollfree,equip,callcard,wireless,longmon,tollmon,equipmon,cardmon,wiremon,longten,tollten,equipten,cardten,wireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,loglong,logtoll,logequi,logcard,logwire,lninc,custcat,churn
2.000,45.000,52.000,1.000,4.000,169.000,4.000,29.000,0.000,1.000,4.000,0.000,1.000,1.000,0.000,14.650,0.000,40.450,14.250,0.000,618.150,0.000,1820.400,690.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,2.684,,3.700,2.657,,5.130,2.000,0.000
2.000,33.000,27.000,1.000,7.000,46.000,2.000,7.000,0.000,0.000,4.000,0.000,1.000,0.000,0.000,7.250,0.000,29.150,0.000,0.000,243.350,0.000,923.850,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.981,,3.372,,,3.829,1.000,0.000
1.000,10.000,26.000,0.000,6.000,34.000,3.000,3.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,4.850,0.000,27.700,0.000,0.000,41.850,0.000,223.050,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.579,,3.321,,,3.526,2.000,0.000
2.000,62.000,54.000,1.000,2.000,50.000,4.000,3.000,0.000,0.000,2.000,0.000,1.000,1.000,1.000,17.250,0.000,48.000,87.500,33.250,1067.800,0.000,2864.150,5455.000,2022.550,1.000,1.000,1.000,1.000,1.000,0.000,1.000,0.000,1.000,2.848,,3.871,4.472,3.504,3.912,4.000,1.000
2.000,4.000,35.000,0.000,16.000,161.000,5.000,6.000,0.000,1.000,1.000,1.000,1.000,0.000,1.000,3.400,23.750,49.800,0.000,35.750,10.350,103.100,126.950,0.000,135.250,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.224,3.168,3.908,,3.577,5.081,4.000,1.000
1.000,42.000,47.000,1.000,17.000,212.000,4.000,17.000,0.000,0.000,2.000,1.000,0.000,1.000,0.000,7.450,26.750,0.000,24.750,0.000,320.900,1163.550,0.000,1035.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,0.000,0.000,2.008,3.287,,3.209,,5.357,3.000,0.000
3.000,27.000,51.000,1.000,3.000,80.000,5.000,11.000,0.000,0.000,3.000,0.000,1.000,0.000,0.000,7.100,0.000,39.400,0.000,0.000,176.200,0.000,1086.650,0.000,0.000,1.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,1.000,1.960,,3.674,,,4.382,2.000,0.000
2.000,38.000,42.000,0.000,1.000,30.000,4.000,7.000,0.000,1.000,1.000,1.000,0.000,0.000,0.000,13.200,27.500,0.000,0.000,0.000,495.850,1087.900,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,2.580,3.314,,,,3.401,1.000,0.000
3.000,52.000,61.000,1.000,3.000,53.000,5.000,1.000,0.000,1.000,2.000,0.000,1.000,1.000,1.000,12.250,0.000,38.400,8.750,35.950,631.700,0.000,1884.100,465.000,1971.350,1.000,1.000,0.000,1.000,0.000,0.000,0.000,1.000,1.000,2.506,,3.648,2.169,3.582,3.970,2.000,0.000
3.000,35.000,33.000,0.000,9.000,73.000,5.000,4.000,0.000,1.000,1.000,1.000,0.000,1.000,1.000,5.850,38.250,0.000,22.250,40.350,216.600,1337.600,0.000,700.000,1423.800,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.766,3.644,,3.102,3.698,4.290,4.000,0.000
3.000,3.000,20.000,1.000,1.000,17.000,2.000,0.000,0.000,1.000,4.000,0.000,0.000,0.000,0.000,3.750,0.000,0.000,0.000,0.000,12.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.322,,,,,2.833,1.000,1.000
2.000,17.000,33.000,0.000,9.000,23.000,5.000,3.000,0.000,0.000,1.000,0.000,1.000,1.000,1.000,10.200,0.000,36.400,14.500,30.900,196.300,0.000,570.900,220.000,529.250,1.000,1.000,0.000,1.000,1.000,1.000,0.000,0.000,1.000,2.322,,3.595,2.674,3.431,3.135,4.000,1.000
1.000,55.000,53.000,1.000,21.000,34.000,1.000,8.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,5.700,0.000,0.000,0.000,0.000,304.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,0.000,1.740,,,,,3.526,3.000,0.000
3.000,43.000,36.000,1.000,5.000,107.000,1.000,19.000,0.000,1.000,3.000,1.000,0.000,1.000,0.000,11.550,12.750,0.000,21.500,0.000,491.550,583.750,0.000,910.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.447,2.546,,3.068,,4.673,2.000,1.000
2.000,47.000,25.000,1.000,5.000,21.000,1.000,1.000,0.000,1.000,2.000,1.000,0.000,1.000,0.000,8.650,30.500,0.000,9.000,0.000,426.600,1465.450,0.000,405.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,0.000,2.158,3.418,,2.197,,3.045,3.000,1.000
3.000,65.000,58.000,0.000,30.000,83.000,2.000,16.000,0.000,1.000,1.000,0.000,0.000,1.000,0.000,19.300,0.000,0.000,22.750,0.000,1323.200,0.000,0.000,1370.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,2.960,,,3.125,,4.419,2.000,0.000
1.000,13.000,20.000,0.000,1.000,17.000,3.000,0.000,0.000,0.000,5.000,0.000,1.000,1.000,0.000,3.050,0.000,31.300,14.000,0.000,40.300,0.000,390.600,155.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.115,,3.444,2.639,,2.833,4.000,0.000
3.000,64.000,25.000,1.000,4.000,76.000,3.000,2.000,0.000,1.000,6.000,0.000,1.000,1.000,0.000,24.050,0.000,35.400,21.250,0.000,1536.550,0.000,2288.450,1400.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,1.000,1.000,1.000,3.180,,3.567,3.056,,4.331,3.000,0.000
2.000,12.000,24.000,0.000,2.000,19.000,1.000,0.000,0.000,0.000,1.000,1.000,0.000,1.000,0.000,4.000,24.750,0.000,27.250,0.000,46.000,299.000,0.000,295.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,1.386,3.209,,3.305,,2.944,3.000,1.000
1.000,29.000,32.000,1.000,0.000,49.000,4.000,3.000,0.000,1.000,3.000,0.000,1.000,0.000,0.000,6.700,0.000,33.000,0.000,0.000,187.000,0.000,918.250,0.000,0.000,1.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,1.000,1.902,,3.497,,,3.892,2.000,1.000
2.000,23.000,47.000,0.000,21.000,173.000,3.000,22.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,7.600,0.000,0.000,0.000,0.000,145.900,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,2.028,,,,,5.153,2.000,0.000
2.000,14.000,35.000,0.000,4.000,47.000,3.000,10.000,0.000,1.000,1.000,1.000,0.000,0.000,1.000,5.000,21.750,0.000,0.000,24.150,76.200,318.200,0.000,0.000,274.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,1.609,3.080,,,3.184,3.850,2.000,1.000
1.000,35.000,61.000,0.000,23.000,41.000,2.000,11.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,9.600,0.000,0.000,9.500,0.000,353.550,0.000,0.000,295.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.262,,,2.251,,3.714,1.000,0.000
3.000,26.000,39.000,0.000,8.000,105.000,3.000,13.000,0.000,1.000,1.000,1.000,0.000,1.000,1.000,6.600,39.750,0.000,37.250,38.250,159.700,1022.450,0.000,1005.000,885.100,1.000,1.000,1.000,0.000,1.000,1.000,1.000,1.000,1.000,1.887,3.683,,3.618,3.644,4.654,4.000,0.000
1.000,13.000,54.000,0.000,2.000,31.000,4.000,2.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,5.850,0.000,0.000,0.000,0.000,97.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,1.766,,,,,3.434,1.000,0.000
2.000,69.000,40.000,1.000,13.000,41.000,2.000,17.000,0.000,0.000,3.000,0.000,0.000,1.000,0.000,25.250,0.000,0.000,33.000,0.000,1725.100,0.000,0.000,2320.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.229,,,3.497,,3.714,2.000,0.000
3.000,61.000,50.000,1.000,30.000,102.000,4.000,9.000,0.000,1.000,3.000,0.000,0.000,1.000,0.000,12.600,0.000,0.000,12.500,0.000,760.300,0.000,0.000,745.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,2.534,,,2.526,,4.625,2.000,0.000
2.000,45.000,22.000,1.000,2.000,36.000,4.000,0.000,0.000,1.000,5.000,1.000,1.000,0.000,0.000,9.950,14.750,26.150,0.000,0.000,412.100,663.100,1180.500,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.298,2.691,3.264,,,3.584,2.000,1.000
2.000,3.000,37.000,0.000,13.000,24.000,1.000,3.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,3.050,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.693,,,,,3.178,1.000,0.000
2.000,53.000,22.000,0.000,1.000,25.000,4.000,0.000,0.000,0.000,2.000,0.000,1.000,1.000,0.000,12.050,0.000,27.150,6.500,0.000,666.000,0.000,1469.250,335.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,2.489,,3.301,1.872,,3.219,2.000,0.000
1.000,59.000,42.000,0.000,1.000,68.000,2.000,21.000,0.000,1.000,1.000,1.000,0.000,1.000,0.000,17.300,21.250,0.000,19.250,0.000,997.850,1183.550,0.000,1160.000,0.000,1.000,0.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,2.851,3.056,,2.958,,4.220,3.000,0.000
1.000,13.000,34.000,0.000,11.000,20.000,3.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,4.800,0.000,0.000,0.000,0.000,71.050,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.569,,,,,2.996,1.000,0.000
3.000,31.000,31.000,0.000,4.000,48.000,1.000,15.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,3.800,0.000,0.000,0.000,0.000,127.700,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,0.000,1.335,,,,,3.871,3.000,0.000
1.000,40.000,29.000,1.000,6.000,40.000,2.000,8.000,0.000,1.000,5.000,0.000,0.000,0.000,0.000,13.000,0.000,0.000,0.000,0.000,502.950,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,0.000,2.565,,,,,3.689,3.000,0.000
1.000,48.000,55.000,0.000,15.000,79.000,1.000,25.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,13.800,0.000,0.000,25.500,0.000,668.650,0.000,0.000,1140.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,2.625,,,3.239,,4.369,3.000,0.000
3.000,3.000,31.000,0.000,1.000,28.000,1.000,0.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,3.450,15.500,23.300,23.500,0.000,13.300,48.750,62.950,45.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.238,2.741,3.148,3.157,,3.332,1.000,1.000
2.000,51.000,48.000,0.000,12.000,64.000,2.000,22.000,0.000,1.000,1.000,0.000,0.000,1.000,0.000,14.800,0.000,0.000,17.000,0.000,708.450,0.000,0.000,820.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.695,,,2.833,,4.159,1.000,0.000
3.000,33.000,41.000,0.000,15.000,37.000,2.000,11.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,12.200,0.000,0.000,0.000,0.000,415.050,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.501,,,,,3.611,1.000,0.000
3.000,14.000,47.000,1.000,7.000,48.000,1.000,13.000,0.000,0.000,2.000,1.000,0.000,0.000,0.000,4.250,11.000,0.000,0.000,0.000,55.500,126.450,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.447,2.398,,,,3.871,1.000,0.000
1.000,17.000,42.000,1.000,6.000,131.000,5.000,6.000,0.000,0.000,3.000,0.000,1.000,0.000,1.000,5.800,0.000,35.350,0.000,21.650,103.100,0.000,527.800,0.000,331.400,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,1.758,,3.565,,3.075,4.875,2.000,1.000
3.000,19.000,29.000,1.000,9.000,18.000,2.000,2.000,0.000,0.000,3.000,0.000,0.000,0.000,0.000,5.400,0.000,0.000,0.000,0.000,108.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,1.000,1.686,,,,,2.890,1.000,1.000
2.000,58.000,36.000,0.000,10.000,38.000,2.000,14.000,0.000,1.000,1.000,0.000,0.000,1.000,0.000,10.150,0.000,0.000,17.750,0.000,538.650,0.000,0.000,1030.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.317,,,2.876,,3.638,2.000,0.000
3.000,22.000,23.000,0.000,3.000,37.000,2.000,4.000,0.000,1.000,3.000,0.000,1.000,1.000,1.000,5.350,0.000,28.100,9.000,24.700,144.050,0.000,602.200,200.000,503.500,0.000,1.000,0.000,1.000,1.000,0.000,0.000,1.000,1.000,1.677,,3.336,2.197,3.207,3.611,4.000,0.000
2.000,29.000,31.000,1.000,1.000,60.000,4.000,6.000,0.000,0.000,5.000,0.000,1.000,0.000,0.000,9.600,0.000,26.750,0.000,0.000,243.900,0.000,730.800,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,2.262,,3.287,,,4.094,2.000,1.000
3.000,14.000,22.000,1.000,2.000,13.000,3.000,0.000,0.000,1.000,4.000,0.000,1.000,0.000,0.000,9.450,0.000,26.850,0.000,0.000,117.550,0.000,364.100,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,2.246,,3.290,,,2.565,2.000,1.000
2.000,70.000,64.000,1.000,18.000,98.000,1.000,31.000,0.000,1.000,2.000,1.000,0.000,1.000,1.000,26.150,84.000,0.000,11.250,45.450,1805.100,5850.250,0.000,720.000,3243.250,1.000,1.000,1.000,0.000,1.000,1.000,1.000,1.000,0.000,3.264,4.431,,2.420,3.817,4.585,4.000,0.000
1.000,62.000,52.000,1.000,2.000,195.000,1.000,23.000,0.000,0.000,2.000,1.000,0.000,1.000,1.000,23.150,36.750,0.000,36.000,34.300,1420.950,2308.250,0.000,2205.000,2082.800,1.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,3.142,3.604,,3.584,3.535,5.273,3.000,1.000
2.000,7.000,35.000,1.000,0.000,47.000,1.000,14.000,0.000,0.000,5.000,0.000,0.000,0.000,0.000,5.200,0.000,0.000,0.000,0.000,46.900,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.649,,,,,3.850,1.000,1.000
1.000,56.000,47.000,1.000,19.000,65.000,2.000,22.000,0.000,0.000,3.000,1.000,0.000,1.000,1.000,12.400,48.750,0.000,36.500,58.400,744.450,2695.950,0.000,2070.000,3084.200,0.000,1.000,1.000,0.000,1.000,1.000,1.000,1.000,0.000,2.518,3.887,,3.597,4.067,4.174,4.000,0.000
1.000,50.000,50.000,1.000,22.000,150.000,5.000,5.000,0.000,1.000,4.000,0.000,1.000,1.000,0.000,19.300,0.000,33.400,50.750,0.000,930.800,0.000,1719.400,2585.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,1.000,2.960,,3.509,3.927,,5.011,2.000,1.000
2.000,57.000,39.000,0.000,6.000,106.000,5.000,8.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,9.050,24.250,41.850,12.250,39.600,568.150,1486.350,2291.350,740.000,2183.950,1.000,0.000,1.000,0.000,1.000,1.000,1.000,1.000,0.000,2.203,3.188,3.734,2.506,3.679,4.663,3.000,0.000
3.000,2.000,40.000,0.000,19.000,51.000,4.000,14.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,4.250,0.000,0.000,0.000,0.000,6.800,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,1.447,,,,,3.932,1.000,0.000
2.000,40.000,38.000,0.000,17.000,96.000,4.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,9.300,0.000,0.000,0.000,0.000,316.050,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.230,,,,,4.564,1.000,0.000
2.000,6.000,43.000,0.000,4.000,33.000,5.000,7.000,0.000,0.000,2.000,0.000,0.000,1.000,1.000,4.250,0.000,0.000,16.250,26.750,30.000,0.000,0.000,85.000,146.550,1.000,0.000,1.000,0.000,1.000,1.000,1.000,1.000,0.000,1.447,,,2.788,3.287,3.497,3.000,0.000
3.000,23.000,25.000,1.000,6.000,38.000,2.000,1.000,0.000,1.000,3.000,1.000,1.000,1.000,0.000,13.900,23.250,28.500,3.750,0.000,255.000,574.850,621.250,65.000,0.000,1.000,0.000,1.000,0.000,0.000,1.000,1.000,0.000,0.000,2.632,3.146,3.350,1.322,,3.638,3.000,0.000
3.000,11.000,32.000,0.000,6.000,125.000,4.000,5.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,3.800,19.250,61.450,19.000,58.250,31.750,233.400,578.600,200.000,577.700,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.335,2.958,4.118,2.944,4.065,4.828,4.000,1.000
1.000,29.000,37.000,1.000,13.000,145.000,5.000,0.000,0.000,1.000,4.000,1.000,1.000,1.000,1.000,8.600,24.000,41.150,17.750,28.000,241.450,713.450,1201.400,495.000,722.800,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.000,2.152,3.178,3.717,2.876,3.332,4.977,4.000,0.000
1.000,42.000,44.000,1.000,2.000,99.000,2.000,21.000,0.000,0.000,3.000,1.000,0.000,1.000,0.000,22.050,34.750,0.000,9.750,0.000,841.550,1501.550,0.000,395.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,3.093,3.548,,2.277,,4.595,3.000,0.000
1.000,20.000,34.000,1.000,2.000,22.000,4.000,0.000,0.000,1.000,3.000,1.000,1.000,1.000,1.000,4.850,18.250,35.050,34.750,31.650,75.450,338.550,731.050,635.000,570.650,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.579,2.904,3.557,3.548,3.455,3.091,4.000,0.000
2.000,72.000,60.000,1.000,21.000,31.000,1.000,38.000,1.000,0.000,2.000,0.000,0.000,1.000,0.000,32.250,0.000,0.000,33.500,0.000,2349.250,0.000,0.000,2385.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.474,,,3.512,,3.434,2.000,0.000
1.000,2.000,36.000,0.000,3.000,25.000,1.000,6.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.900,15.750,28.700,5.000,24.150,3.600,23.050,29.050,5.000,20.950,0.000,0.000,1.000,0.000,1.000,1.000,1.000,1.000,0.000,0.642,2.757,3.357,1.609,3.184,3.219,3.000,0.000
3.000,46.000,25.000,0.000,5.000,57.000,5.000,0.000,0.000,1.000,2.000,1.000,1.000,1.000,1.000,20.250,21.250,39.400,9.750,28.350,923.950,968.950,1748.550,445.000,1246.450,0.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,3.008,3.056,3.674,2.277,3.345,4.043,1.000,0.000
2.000,39.000,51.000,1.000,21.000,41.000,5.000,20.000,0.000,0.000,6.000,1.000,1.000,1.000,1.000,12.100,20.500,54.300,9.750,35.350,492.800,910.250,2059.700,330.000,1301.100,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,2.493,3.020,3.995,2.277,3.565,3.714,4.000,0.000
3.000,24.000,25.000,1.000,1.000,20.000,3.000,1.000,0.000,1.000,2.000,0.000,1.000,0.000,0.000,8.150,0.000,27.950,0.000,0.000,209.350,0.000,615.800,0.000,0.000,1.000,0.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,2.098,,3.330,,,2.996,2.000,1.000
3.000,59.000,43.000,1.000,4.000,101.000,2.000,22.000,0.000,1.000,5.000,0.000,0.000,1.000,0.000,13.650,0.000,0.000,20.750,0.000,817.650,0.000,0.000,1195.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,2.614,,,3.033,,4.615,2.000,0.000
1.000,65.000,37.000,0.000,8.000,56.000,2.000,15.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,10.250,0.000,0.000,10.750,0.000,681.950,0.000,0.000,655.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.327,,,2.375,,4.025,2.000,0.000
2.000,50.000,27.000,1.000,5.000,22.000,2.000,5.000,0.000,1.000,3.000,0.000,0.000,1.000,0.000,17.200,0.000,0.000,13.250,0.000,893.300,0.000,0.000,750.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.845,,,2.584,,3.091,1.000,0.000
1.000,57.000,37.000,0.000,11.000,108.000,4.000,9.000,0.000,1.000,1.000,1.000,1.000,1.000,0.000,21.800,27.250,42.000,8.000,0.000,1292.000,1492.100,2394.750,425.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,0.000,1.000,0.000,3.082,3.305,3.738,2.079,,4.682,3.000,0.000
3.000,61.000,48.000,0.000,14.000,115.000,4.000,20.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,12.800,16.000,39.200,17.250,31.000,785.700,953.950,2410.100,1015.000,1799.150,1.000,1.000,1.000,1.000,1.000,0.000,1.000,1.000,1.000,2.549,2.773,3.669,2.848,3.434,4.745,4.000,0.000
3.000,34.000,54.000,0.000,31.000,53.000,4.000,22.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,8.100,18.000,45.600,56.500,66.900,225.400,588.400,1463.800,1880.000,2304.800,1.000,1.000,1.000,1.000,0.000,0.000,1.000,0.000,1.000,2.092,2.890,3.820,4.034,4.203,3.970,4.000,0.000
3.000,38.000,53.000,0.000,13.000,242.000,4.000,12.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,8.950,37.750,54.100,28.500,50.750,396.350,1556.400,1979.100,1020.000,1934.900,1.000,1.000,1.000,0.000,1.000,1.000,1.000,1.000,1.000,2.192,3.631,3.991,3.350,3.927,5.489,4.000,0.000
1.000,3.000,24.000,1.000,2.000,20.000,2.000,3.000,0.000,1.000,5.000,1.000,0.000,1.000,0.000,3.350,22.500,0.000,9.250,0.000,7.550,49.550,0.000,15.000,0.000,0.000,1.000,0.000,1.000,1.000,1.000,0.000,1.000,0.000,1.209,3.114,,2.225,,2.996,3.000,0.000
2.000,4.000,47.000,0.000,5.000,123.000,4.000,11.000,0.000,0.000,1.000,0.000,1.000,1.000,0.000,2.500,0.000,25.300,13.750,0.000,9.250,0.000,99.500,40.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,1.000,0.916,,3.231,2.621,,4.812,1.000,0.000
2.000,15.000,35.000,0.000,0.000,34.000,1.000,12.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,3.950,0.000,0.000,0.000,0.000,47.950,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.374,,,,,3.526,1.000,0.000
1.000,25.000,29.000,1.000,8.000,31.000,4.000,3.000,0.000,1.000,5.000,0.000,1.000,0.000,0.000,12.950,0.000,33.050,0.000,0.000,348.900,0.000,832.850,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,2.561,,3.498,,,3.434,2.000,1.000
3.000,21.000,44.000,0.000,25.000,47.000,1.000,12.000,0.000,1.000,2.000,0.000,0.000,1.000,0.000,7.050,0.000,0.000,14.500,0.000,182.300,0.000,0.000,285.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,1.953,,,2.674,,3.850,3.000,0.000
3.000,50.000,37.000,1.000,11.000,48.000,3.000,8.000,0.000,1.000,2.000,1.000,0.000,1.000,0.000,12.900,27.750,0.000,8.750,0.000,669.750,1445.150,0.000,445.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,2.557,3.323,,2.169,,3.871,3.000,0.000
2.000,65.000,64.000,1.000,22.000,13.000,2.000,5.000,1.000,1.000,3.000,1.000,0.000,1.000,0.000,14.600,33.000,0.000,15.750,0.000,921.700,1990.200,0.000,930.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,2.681,3.497,,2.757,,2.565,3.000,0.000
2.000,59.000,52.000,1.000,18.000,78.000,1.000,25.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,18.600,0.000,0.000,0.000,0.000,1179.050,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.923,,,,,4.357,1.000,0.000
3.000,29.000,26.000,0.000,7.000,34.000,1.000,7.000,0.000,1.000,2.000,0.000,0.000,1.000,0.000,6.500,0.000,0.000,16.000,0.000,198.700,0.000,0.000,490.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,1.872,,,2.773,,3.526,3.000,0.000
1.000,60.000,46.000,0.000,17.000,81.000,5.000,9.000,0.000,1.000,1.000,0.000,1.000,1.000,0.000,17.450,0.000,39.250,10.250,0.000,1067.000,0.000,2331.650,610.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,2.859,,3.670,2.327,,4.394,2.000,0.000
1.000,71.000,45.000,1.000,14.000,86.000,2.000,25.000,0.000,0.000,2.000,0.000,1.000,1.000,0.000,45.050,0.000,33.000,35.000,0.000,3235.900,0.000,2386.450,2495.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,3.808,,3.497,3.555,,4.454,2.000,0.000
3.000,38.000,27.000,1.000,0.000,26.000,4.000,2.000,0.000,0.000,4.000,0.000,1.000,1.000,1.000,12.200,0.000,38.750,9.250,28.050,477.500,0.000,1429.950,365.000,1111.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,0.000,1.000,2.501,,3.657,2.225,3.334,3.258,4.000,1.000
3.000,16.000,34.000,1.000,5.000,51.000,2.000,8.000,0.000,1.000,5.000,0.000,0.000,1.000,0.000,4.700,0.000,0.000,16.500,0.000,61.500,0.000,0.000,260.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.548,,,2.803,,3.932,1.000,0.000
3.000,7.000,31.000,0.000,10.000,59.000,3.000,10.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,2.450,0.000,29.800,0.000,0.000,16.350,0.000,170.200,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.896,,3.395,,,4.078,1.000,0.000
